"Date","Location","Population Type","Observations","Gender"
2018-12-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",256,"Female"
2018-12-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2018-12-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2018-12-31,"Auckland Region Women's Corrections Facility","Total population",419,"Female"
2018-12-31,"Auckland Region Women's Corrections Facility","Population percentage",4.3,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",204,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",259,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Total population",463,"Female"
2019-03-31,"Auckland Region Women's Corrections Facility","Population percentage",4.6,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",191,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",234,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Total population",425,"Female"
2019-06-30,"Auckland Region Women's Corrections Facility","Population percentage",4.2,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",204,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",227,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Total population",431,"Female"
2019-09-30,"Auckland Region Women's Corrections Facility","Population percentage",4.3,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",183,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",228,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Total population",411,"Female"
2019-12-31,"Auckland Region Women's Corrections Facility","Population percentage",4.2,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",209,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",209,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Total population",418,"Female"
2020-03-31,"Auckland Region Women's Corrections Facility","Population percentage",4.2,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",179,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",228,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Total population",407,"Female"
2020-06-30,"Auckland Region Women's Corrections Facility","Population percentage",4.3,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",197,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",185,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Total population",382,"Female"
2020-09-30,"Auckland Region Women's Corrections Facility","Population percentage",4.2,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",165,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",177,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Total population",342,"Female"
2020-12-31,"Auckland Region Women's Corrections Facility","Population percentage",4,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",175,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",184,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Total population",359,"Female"
2021-03-31,"Auckland Region Women's Corrections Facility","Population percentage",4.1,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",146,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",176,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Onsite population",0,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Offsite population",0,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Total population",322,"Female"
2021-06-30,"Auckland Region Women's Corrections Facility","Population percentage",3.8,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",131,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",162,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Onsite population",293,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Offsite population",11,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Total population",304,"Female"
2021-09-30,"Auckland Region Women's Corrections Facility","Population percentage",3.8,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",114,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",137,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Onsite population",251,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Offsite population",3,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Total population",254,"Female"
2021-12-31,"Auckland Region Women's Corrections Facility","Population percentage",3.3,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",122,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",124,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Onsite population",246,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Offsite population",5,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Total population",251,"Female"
2022-03-31,"Auckland Region Women's Corrections Facility","Population percentage",3.3,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",121,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",123,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Onsite population",244,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Offsite population",5,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Total population",249,"Female"
2022-06-30,"Auckland Region Women's Corrections Facility","Population percentage",3.2,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",139,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",138,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Onsite population",277,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Offsite population",9,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Total population",286,"Female"
2022-09-30,"Auckland Region Women's Corrections Facility","Population percentage",3.6,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",159,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",154,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Onsite population",313,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Offsite population",6,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Total population",319,"Female"
2022-12-31,"Auckland Region Women's Corrections Facility","Population percentage",3.9,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",158,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",149,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Onsite population",307,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Offsite population",10,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Total population",317,"Female"
2023-03-31,"Auckland Region Women's Corrections Facility","Population percentage",3.8,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",164,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",136,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Onsite population",300,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Offsite population",10,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Total population",310,"Female"
2023-06-30,"Auckland Region Women's Corrections Facility","Population percentage",3.6,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Remand accused prisoners",178,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Sentenced prisoners",152,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Onsite population",330,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Offsite population",7,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Total population",337,"Female"
2023-09-30,"Auckland Region Women's Corrections Facility","Population percentage",3.8,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",170,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",0,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",148,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Onsite population",318,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Offsite population",8,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Total population",326,"Female"
2023-12-31,"Auckland Region Women's Corrections Facility","Population percentage",3.6,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Remand accused prisoners",102,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Remand convicted prisoners",103,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Sentenced prisoners",155,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Onsite population",360,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Offsite population",8,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Total population",368,"Female"
2024-03-31,"Auckland Region Women's Corrections Facility","Population percentage",3.9,"Female"
2018-03-31,"Christchurch Women's Prison","Remand accused prisoners",45,"Female"
2018-03-31,"Christchurch Women's Prison","Remand convicted prisoners",0,"Female"
2018-03-31,"Christchurch Women's Prison","Sentenced prisoners",89,"Female"
2018-03-31,"Christchurch Women's Prison","Onsite population",0,"Female"
2018-03-31,"Christchurch Women's Prison","Offsite population",0,"Female"
2018-03-31,"Christchurch Women's Prison","Total population",134,"Female"
2018-03-31,"Christchurch Women's Prison","Population percentage",1.3,"Female"
2018-06-30,"Christchurch Women's Prison","Remand accused prisoners",56,"Female"
2018-06-30,"Christchurch Women's Prison","Remand convicted prisoners",0,"Female"
2018-06-30,"Christchurch Women's Prison","Sentenced prisoners",72,"Female"
2018-06-30,"Christchurch Women's Prison","Onsite population",0,"Female"
2018-06-30,"Christchurch Women's Prison","Offsite population",0,"Female"
2018-06-30,"Christchurch Women's Prison","Total population",128,"Female"
2018-06-30,"Christchurch Women's Prison","Population percentage",1.2,"Female"
2018-09-30,"Christchurch Women's Prison","Remand accused prisoners",37,"Female"
2018-09-30,"Christchurch Women's Prison","Remand convicted prisoners",0,"Female"
2018-09-30,"Christchurch Women's Prison","Sentenced prisoners",77,"Female"
2018-09-30,"Christchurch Women's Prison","Onsite population",0,"Female"
2018-09-30,"Christchurch Women's Prison","Offsite population",0,"Female"
2018-09-30,"Christchurch Women's Prison","Total population",114,"Female"
2018-09-30,"Christchurch Women's Prison","Population percentage",1.1,"Female"
2018-12-31,"Christchurch Women's Prison","Remand accused prisoners",40,"Female"
2018-12-31,"Christchurch Women's Prison","Remand convicted prisoners",0,"Female"
2018-12-31,"Christchurch Women's Prison","Sentenced prisoners",84,"Female"
2018-12-31,"Christchurch Women's Prison","Onsite population",0,"Female"
2018-12-31,"Christchurch Women's Prison","Offsite population",0,"Female"
2018-12-31,"Christchurch Women's Prison","Total population",124,"Female"
2018-12-31,"Christchurch Women's Prison","Population percentage",1.3,"Female"
2019-03-31,"Christchurch Women's Prison","Remand accused prisoners",52,"Female"
2019-03-31,"Christchurch Women's Prison","Remand convicted prisoners",0,"Female"
2019-03-31,"Christchurch Women's Prison","Sentenced prisoners",73,"Female"
2019-03-31,"Christchurch Women's Prison","Onsite population",0,"Female"
